weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,house_district,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_300,persons_lifted_hi_ctc_300,gap_closed_hi_ctc_300_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$,poverty_rate_hi_ctc_1000,persons_lifted_hi_ctc_1000,gap_closed_hi_ctc_1000_$
22335.0,8366.0,0.09138124020595478,2041.0,8996828.926579485,26,0.09693306469666443,124.0,904986.2730721254,0.09138124020595478,0.0,0.0,0.09138124020595478,0.0,351761.8640000019,0.11958809044101186,630.0,1535809.0036202949,0.07633758674725767,336.0,1165659.1502757743,0.08359077680770091,174.0,442192.97205754183,0.09138124020595478,0.0,100800.0,0.08117304678755317,228.0,212032.79799457453,0.08117304678755317,228.0,306357.79799457453
36887.0,13854.0,0.08062461029631035,2974.0,14827191.608319387,27,0.0970531623607233,606.0,1080640.712123042,0.08582969609889662,192.0,92265.03828352317,0.08802559167186272,273.0,361519.9443436973,0.100956976712663,750.0,1922081.9077520315,0.06997045029414156,393.0,1331922.6508546676,0.07552796378127796,188.0,354054.15150359645,0.07910646027055603,56.0,106784.10546099395,0.07498576734350855,208.0,219283.64595378377,0.07498576734350855,208.0,330513.64595378377
36371.0,15038.0,0.11861098127629155,4314.0,25596957.244852945,28,0.13499766297324792,596.0,1131958.261806745,0.12083803029886447,81.0,86433.60758247972,0.12328503478045695,170.0,401502.11632134765,0.14503313079101482,961.0,2595484.314276628,0.10832806356712765,374.0,1663551.1668154448,0.11465178301393968,144.0,527107.4343023039,0.11740122625168403,44.0,129754.1500717327,0.11421187209590059,160.0,270545.65390983224,0.11421187209590059,160.0,407010.65390983224
68541.0,27185.0,0.11413606454530864,7823.0,41531199.42106529,30,0.1390846354736581,1710.0,2173343.26167167,0.11658715221546227,168.0,168336.8760582134,0.12324010446302214,624.0,690313.6563215107,0.15173399862855808,2577.0,5098732.983337648,0.10290191272377118,770.0,3183450.7885146663,0.11051779227031995,248.0,743905.6496266574,0.11413606454530864,0.0,239820.0,0.11413606454530864,0.0,519610.0,0.11413606454530864,0.0,799400.0
30483.0,10821.0,0.16218876094872553,4944.0,23220471.064429484,31,0.1815110061345668,589.0,1093973.5241702348,0.17032444313223763,248.0,244295.00705162808,0.16661745891152446,135.0,337119.67930453643,0.24098677951645178,2402.0,3091286.2364488915,0.15247843060066266,296.0,2023853.3679194637,0.1573992061148837,146.0,455738.21492456645,0.16218876094872553,0.0,157710.0,0.16104057999540727,35.0,340643.4885940254,0.16104057999540727,35.0,520963.4885940254
61595.0,25425.0,0.10140433476743242,6246.0,38291267.53923177,32,0.10776848770192386,392.0,1803077.2838872895,0.10530075493140677,240.0,256150.69611174613,0.10559298644370485,258.0,680333.3622206748,0.13652082149525124,2163.0,3458794.021884106,0.0835295072652001,1101.0,2296404.793193035,0.0903482425521552,681.0,833922.2241662219,0.10140433476743242,0.0,220710.0,0.0950726520009741,390.0,444399.5004616156,0.09465053981654355,416.0,652163.4656015411
31420.0,14298.0,0.15792488860598344,4962.0,31465515.579100072,35,0.17686187141947804,595.0,1028055.0742173865,0.16365372374283896,180.0,170338.29961750656,0.16365372374283896,180.0,310581.6196175106,0.19236155315085932,1082.0,2499274.2770347893,0.15044557606619988,235.0,1469429.244226765,0.15044557606619988,235.0,291002.51698676497,0.15044557606619988,235.0,117018.3779867664,0.15044557606619988,235.0,228248.3779867664,0.15044557606619988,235.0,339478.3779867664
17050.0,7040.0,0.09448680351906158,1611.0,8798382.653106758,36,0.0980058651026393,60.0,453988.2655324135,0.0980058651026393,60.0,34802.7655324135,0.0980058651026393,60.0,171876.96553241275,0.10592375366568915,195.0,780170.2707198467,0.08557184750733138,152.0,393590.23963107914,0.08791788856304986,112.0,207880.2295669634,0.08791788856304986,112.0,34017.961966963485,0.08557184750733138,152.0,65524.81243108027,0.08557184750733138,152.0,94924.81243108027
19224.0,10861.0,0.1799833541406575,3460.0,23604543.718329042,39,0.18393674573449853,76.0,1045415.5356944837,0.1799833541406575,0.0,272000.0,0.18393674573449853,76.0,411748.8276944831,0.18643362463587182,124.0,1798827.086494714,0.1620890553474823,344.0,916599.3834085278,0.1620890553474823,344.0,483181.7109285295,0.1799833541406575,0.0,97860.0,0.1799833541406575,0.0,212030.0,0.1799833541406575,0.0,326200.0
14960.0,6914.0,0.06864973262032086,1027.0,5996901.321289473,41,0.06864973262032086,0.0,131120.03000000026,0.06864973262032086,0.0,0.0,0.06864973262032086,0.0,52448.012000000104,0.09064171122994652,329.0,319307.01169055235,0.0626336898395722,90.0,434179.3663980542,0.06864973262032086,0.0,77098.5776399998,0.06864973262032086,0.0,30030.0,0.06864973262032086,0.0,65065.0,0.06864973262032086,0.0,100100.0
