poverty_rate_baseline,poverty_rate_baseline_se,poverty_rate_baseline_ci90_low,poverty_rate_baseline_ci90_high,persons_in_poverty_baseline,persons_in_poverty_baseline_se,persons_in_poverty_baseline_ci90_low,persons_in_poverty_baseline_ci90_high,poverty_gap_baseline_$,poverty_gap_baseline_$_se,poverty_gap_baseline_$_ci90_low,poverty_gap_baseline_$_ci90_high,persons_lifted_no_eitc,persons_lifted_no_eitc_se,persons_lifted_no_eitc_ci90_low,persons_lifted_no_eitc_ci90_high,gap_closed_no_eitc_$,gap_closed_no_eitc_$_se,gap_closed_no_eitc_$_ci90_low,gap_closed_no_eitc_$_ci90_high,persons_lifted_no_ctc,persons_lifted_no_ctc_se,persons_lifted_no_ctc_ci90_low,persons_lifted_no_ctc_ci90_high,gap_closed_no_ctc_$,gap_closed_no_ctc_$_se,gap_closed_no_ctc_$_ci90_low,gap_closed_no_ctc_$_ci90_high,persons_lifted_no_hi_eitc,persons_lifted_no_hi_eitc_se,persons_lifted_no_hi_eitc_ci90_low,persons_lifted_no_hi_eitc_ci90_high,gap_closed_no_hi_eitc_$,gap_closed_no_hi_eitc_$_se,gap_closed_no_hi_eitc_$_ci90_low,gap_closed_no_hi_eitc_$_ci90_high,persons_lifted_no_credits,persons_lifted_no_credits_se,persons_lifted_no_credits_ci90_low,persons_lifted_no_credits_ci90_high,gap_closed_no_credits_$,gap_closed_no_credits_$_se,gap_closed_no_credits_$_ci90_low,gap_closed_no_credits_$_ci90_high,persons_lifted_expanded_ctc_2021,persons_lifted_expanded_ctc_2021_se,persons_lifted_expanded_ctc_2021_ci90_low,persons_lifted_expanded_ctc_2021_ci90_high,gap_closed_expanded_ctc_2021_$,gap_closed_expanded_ctc_2021_$_se,gap_closed_expanded_ctc_2021_$_ci90_low,gap_closed_expanded_ctc_2021_$_ci90_high,persons_lifted_hi_eitc_100pct,persons_lifted_hi_eitc_100pct_se,persons_lifted_hi_eitc_100pct_ci90_low,persons_lifted_hi_eitc_100pct_ci90_high,gap_closed_hi_eitc_100pct_$,gap_closed_hi_eitc_100pct_$_se,gap_closed_hi_eitc_100pct_$_ci90_low,gap_closed_hi_eitc_100pct_$_ci90_high,persons_lifted_hi_ctc_300,persons_lifted_hi_ctc_300_se,persons_lifted_hi_ctc_300_ci90_low,persons_lifted_hi_ctc_300_ci90_high,gap_closed_hi_ctc_300_$,gap_closed_hi_ctc_300_$_se,gap_closed_hi_ctc_300_$_ci90_low,gap_closed_hi_ctc_300_$_ci90_high,persons_lifted_hi_ctc_650,persons_lifted_hi_ctc_650_se,persons_lifted_hi_ctc_650_ci90_low,persons_lifted_hi_ctc_650_ci90_high,gap_closed_hi_ctc_650_$,gap_closed_hi_ctc_650_$_se,gap_closed_hi_ctc_650_$_ci90_low,gap_closed_hi_ctc_650_$_ci90_high,persons_lifted_hi_ctc_1000,persons_lifted_hi_ctc_1000_se,persons_lifted_hi_ctc_1000_ci90_low,persons_lifted_hi_ctc_1000_ci90_high,gap_closed_hi_ctc_1000_$,gap_closed_hi_ctc_1000_$_se,gap_closed_hi_ctc_1000_$_ci90_low,gap_closed_hi_ctc_1000_$_ci90_high
0.11589263779630453,0.0026730742450346338,0.11149543066322255,0.1202898449293865,155204.0,3604.8080600775406,149274.09074117243,161133.90925882757,828116462.739463,19906661.82838554,795370004.0317688,860862921.4471571,20074.0,1955.0145523755061,16858.001061342293,23289.998938657707,47279541.16545553,2096806.4938283232,43830294.48310794,50728787.847803116,8945.0,1205.9536268032864,6961.206283908594,10928.793716091406,9034638.128176449,1037860.528450112,7327357.558876014,10741918.697476882,7401.0,1061.6549580725368,5654.577593970676,9147.422406029324,16058949.699026583,807005.330922603,14731425.929658901,17386473.468394265,42779.0,2882.7031931851743,38036.95324721039,47521.04675278961,100712017.17002317,4522944.185761591,93271773.98444535,108152260.355601,21485.0,1994.9536460780237,18203.30125220165,24766.69874779835,59179232.809463024,2959351.6060138447,54311099.41757025,64047366.2013558,8933.0,1082.3378631462544,7152.554215124412,10713.445784875588,18419727.122268688,1000790.4737968431,16773426.792872882,20066027.451664496,1260.0,328.7580417267386,719.193021359515,1800.8069786404849,5169114.337268742,256899.68094641724,4746514.362111885,5591714.3124255985,3673.0,704.349984027827,2514.3442762742247,4831.655723725775,10989254.972600922,550095.3463188014,10084348.127906494,11894161.81729535,6440.0,1308.7504727792843,4287.105472278077,8592.894527721923,16583461.048162192,833293.184153536,15212693.760229625,17954228.33609476
