weighted_filers,filers_receiving_eitc,total_eitc_dollars,filers_receiving_ctc,total_ctc_dollars,refundable_ctc_dollars,hi_eitc_dollars
732977.1391049623,89650.99990189075,199236782.89636377,131158.51032796025,454489606.61865115,350297162.6039249,79694713.15854552
