weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,senate_district,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_300,persons_lifted_hi_ctc_300,gap_closed_hi_ctc_300_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$,poverty_rate_hi_ctc_1000,persons_lifted_hi_ctc_1000,gap_closed_hi_ctc_1000_$
67151.56591615328,35310.521747764564,0.21463018766575614,14412.753194633373,91556884.59266989,1,0.24937228590138621,2332.986299735385,6765989.488575205,0.22810799878956295,905.0561220857762,913580.8544292897,0.2321832228977228,1178.7138024079704,2143044.7910458595,0.26370031390916443,3295.1358169481937,12540095.837166935,0.18972369625234758,1672.509899887611,6158759.59904702,0.19893638773612418,1053.863240449602,2538397.11404334,0.2120487309704075,173.34885943739937,505177.7354107648,0.20198944498872315,848.8456651059132,1054400.742746681,0.20198944498872315,848.8456651059132,1564923.4798531085
64027.435434894665,34529.37331852576,0.2610586628338629,16714.916679315094,102048827.04332224,3,0.28207888158187056,1345.870698715422,6049326.666974336,0.26867838855624887,487.8714967216729,772313.1559083164,0.2697736205936281,557.9963952811959,2193956.539288163,0.31900163797178277,3709.9400995488686,11556006.687558204,0.2161752394795044,2873.770490918234,9098234.742818058,0.25765414251086916,217.98270516726916,2972862.9764281213,0.26051202216705704,35.0,729742.3521980047,0.26051202216705704,35.0,1577593.3962225318,0.26051202216705704,35.0,2425444.440247059
68484.51785725645,35267.01651344306,0.2772103553202415,18984.617529145486,108102883.69874236,4,0.32290518359113046,3129.388282701959,8803806.244302154,0.2942436534768909,1166.5172117770271,1401134.0766918063,0.2992828660359805,1511.6252542665097,3178663.257514417,0.3472516711445196,4796.74574431351,16660600.388577655,0.23852527662215425,2649.3289629085284,11351176.795143694,0.26517664004420954,824.1231887105532,3618304.858953893,0.2772103553202415,0.0,849743.0736923814,0.27653992357626306,45.91419474256327,1836778.7718589157,0.2736087281774058,246.6556983787159,2817704.5747415274
79290.10130808191,42742.373456982896,0.20669788133319325,16389.095951074785,96040645.34296991,6,0.22702038199677177,1611.373136448703,7689145.110293865,0.21431325511924113,603.8237589946475,1014760.2694835216,0.21028747174160212,284.61898713725896,2746912.6663140357,0.2503959965803653,3464.8279849205137,13731667.373288676,0.16348930354703536,3426.0125100425957,7676226.367743626,0.1853730191921772,1690.850479542043,3354793.727941543,0.20669788133319325,0.0,686494.1133151948,0.20669788133319325,0.0,1487403.9121829271,0.20387976065076507,223.4490744081304,2257846.7157887965
74657.78574795279,39865.19813360112,0.24430611175901998,18239.353348620323,113988903.24114668,7,0.2820323595992062,2816.5581283267893,9465411.697563022,0.269281460318083,1864.604221702968,1900489.272891283,0.25737886190593734,975.9825796050754,3213252.623653233,0.3054888387317059,4567.766921802278,17990701.737050563,0.2197923938052987,1830.1399028746673,11084827.347264618,0.23861934152630876,424.56167363158966,4346143.435792431,0.24157549269260792,203.86197321946747,899246.8499177098,0.24035659766507633,294.86197703416474,1929825.3363445997,0.24035659766507633,294.86197703416474,2954904.16099672
76551.47956800341,42174.12926941599,0.2361045469844239,18074.15240439083,113370483.56147891,8,0.261624863380346,1953.617979151415,6754320.170007557,0.23826137454746343,165.10834112372686,1525466.2971423864,0.24387577637780608,594.8991081257627,2503317.9851988256,0.291741464846865,4259.088380973342,13920782.01914443,0.19971009953029414,2786.0488006735886,9743293.989229739,0.21515757871231234,1603.521413694165,2998302.044774264,0.2336147284630189,190.59929166937218,853562.7501679212,0.23188107303107588,323.31318004571585,1819657.4775928706,0.2272989480578167,674.0816263142042,2763549.119980976
35481.98575812144,19944.407897068653,0.30036014308426445,10657.374319223189,65770189.621833086,9,0.3207224253631192,722.4942098211723,2817381.5160360336,0.3078985344576136,267.4770953483203,308384.7319571823,0.3049390851777801,162.469958149386,1062886.7584072948,0.34508507796632315,1586.9295025181164,6109926.039950982,0.2742004861898654,928.1965733644101,4854708.295355141,0.2942170850057779,217.96789925217126,1371127.5478569642,0.297575382005645,98.80885293134634,348704.6192255989,0.297575382005645,98.80885293134634,751043.0561262965,0.29662227668629887,132.62692229837558,1151258.140635848
91239.53702147567,46681.9598262692,0.16551542231453903,15101.550501892565,94292464.95779075,10,0.1954255056911411,2728.9821595549074,5915366.125315532,0.17851800862990172,1186.349955495467,957177.7328804582,0.17751041629848155,1094.4176976703002,1930805.598041594,0.21356483722600933,4384.006370675339,11586487.803569525,0.13949673624453304,2373.9328709344663,8342768.623809606,0.1525505290575944,1182.9108582964818,2146882.764206201,0.16409791062275966,129.33311048047835,708098.4119694531,0.16107710790797636,404.9497516105257,1510339.4717419595,0.1586577681170036,625.6891940365131,2278018.5583476424
137120.20806271335,67107.27013421251,0.2049594074790964,28104.07659794415,165514212.2828611,11,0.2248781784022514,2731.2660133365353,9897715.113522261,0.21478246952793337,1346.9403119494636,2676547.545411378,0.21590334903930186,1500.6355437615457,3665816.3888644576,0.25290825768144554,6574.756316113984,19496263.115328908,0.1873876224164927,2409.4468238174995,17746755.538205624,0.19882247191171534,841.4978818667587,4567899.693022221,0.20448105561760355,65.59170677508882,1395559.5638667643,0.20365086972481888,179.42696912445172,3013671.1313966215,0.2016261481171108,457.0572172424545,4604213.757618606
75438.18393857923,42277.191373638656,0.24454948131101634,18448.368753224593,117294223.23872194,13,0.28156022863396474,2792.0235642528605,7871223.166114762,0.24859263114896377,305.0078811663152,760320.5126297772,0.269213021676802,1860.5726946907125,2835310.033295393,0.30201729205349437,4335.267277338517,13155956.033451378,0.20784086340222477,2769.2314699344406,8501063.242346898,0.23340264425226429,840.8971443715091,3434799.716097504,0.2405019844451319,305.33581305941334,717422.8586533666,0.238836912920651,430.9457849940918,1536160.8877310455,0.23379847828859598,811.0361435295672,2312440.2762379944
