weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_300,persons_lifted_hi_ctc_300,gap_closed_hi_ctc_300_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$,poverty_rate_hi_ctc_1000,persons_lifted_hi_ctc_1000,gap_closed_hi_ctc_1000_$,poverty_rate_hoh_baseline,persons_in_poverty_hoh_baseline,weighted_persons_hoh,persons_lifted_no_eitc_hoh,poverty_rate_no_eitc_hoh,persons_lifted_no_ctc_hoh,poverty_rate_no_ctc_hoh,persons_lifted_no_hi_eitc_hoh,poverty_rate_no_hi_eitc_hoh,persons_lifted_no_credits_hoh,poverty_rate_no_credits_hoh,persons_lifted_expanded_ctc_2021_hoh,poverty_rate_expanded_ctc_2021_hoh,persons_lifted_hi_eitc_100pct_hoh,poverty_rate_hi_eitc_100pct_hoh,persons_lifted_hi_ctc_300_hoh,poverty_rate_hi_ctc_300_hoh,persons_lifted_hi_ctc_650_hoh,poverty_rate_hi_ctc_650_hoh,persons_lifted_hi_ctc_1000_hoh,poverty_rate_hi_ctc_1000_hoh
1386691.0381362967,732946.3391052485,0.2122712527715027,294354.6438722073,1843963411.429406,0.23790610157085149,35547.61509403598,115241240.56630635,0.222163689862908,13717.75385997881,19112941.089385986,0.22238541228370043,14025.214353845571,40708630.317453146,0.25996025999792416,66129.91893849574,219237003.99816656,0.18522380165635755,37506.45806580136,150612707.1172831,0.20142475751298278,15040.737770177424,49586126.33886886,0.21067816302737888,2209.1232711233315,12262482.646665573,0.20897689540422215,4568.255837626231,26316440.23270321,0.20669804944111295,7728.31111196283,39976940.58115888,0.3842723034844489,87131.66465467234,226744.58675421675,17645.69105584883,0.46209418804822966,6481.640881253654,0.412857951212743,7412.131556111461,0.4169616464240709,28547.341038006256,0.5101731747980851,24786.388092483518,0.27495816969500103,8315.798055058694,0.34759756661819363,1311.7060445926036,0.3784873537162128,2788.653414943881,0.3719736486196839,4808.178707876432,0.36306703999082324
