weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,house_district,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_300,persons_lifted_hi_ctc_300,gap_closed_hi_ctc_300_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$,poverty_rate_hi_ctc_1000,persons_lifted_hi_ctc_1000,gap_closed_hi_ctc_1000_$
34038.37163102382,18486.984943718187,0.2336478185859646,7952.991279807098,51407751.63289361,1,0.2578538141745436,823.932673542975,3114398.1442614645,0.23807990268264334,150.86092558270138,88042.4751739204,0.24501869537420085,387.0461298885675,1096792.7632016614,0.2739532769055459,1371.9321690406487,5077370.986478329,0.2229218959105186,365.0929421124556,4430906.173422068,0.22877818631640925,165.75435289755114,1224030.5018816143,0.2336478185859646,0.0,314358.72534646094,0.2336478185859646,0.0,681110.5715840086,0.2308977345459613,93.60838257017986,1045567.8953831866
32856.117676170725,17499.977593092037,0.27391573149115744,8999.807507227852,53291363.30450111,2,0.31059465959608173,1205.127178051198,4149301.3002033904,0.2941051411628519,663.3456199856137,789011.2652628347,0.28561422651963886,384.36712928988345,1482234.4674430937,0.3247957018264621,1671.7182926968471,7994827.790323675,0.23896181550571632,1148.4499768606383,5188956.511584349,0.2605625089136541,438.73505236254823,1789337.2233523503,0.2731244024529474,26.0,411979.16906727105,0.2622111227787816,384.5680012073535,861068.931427531,0.25895044779210546,491.70112227333084,1284816.1671338007
32711.120138820905,17021.9448972936,0.25787907366778756,8435.513360034845,49016233.02740877,3,0.3017947155833514,1436.5298386734485,4347519.134194769,0.2700839406025815,399.2348685823672,997718.7954626605,0.28929446574841744,1027.6326645576464,1357102.1434183493,0.35426591266960694,3152.9214703897014,9095655.294036888,0.2213723388958902,1194.1761869996053,3738256.1606269255,0.2314469024732246,864.6259274752301,1693397.67765785,0.2576039378741552,8.999999999998181,352967.891993694,0.24651159381305682,371.8429992037236,750598.0952676982,0.24651159381305682,371.8429992037236,1131055.182120666
34186.35227006604,18525.665959345257,0.22803447507811472,7795.666894740025,49375160.94355707,5,0.25383778901504683,882.1211799830653,4304829.6738399565,0.23959022190224344,395.04883167336084,624610.8796542585,0.24098079272378467,442.58737563504474,1648727.7212187052,0.25618173802404237,962.25224650766,7143351.641448863,0.1819166392648078,1576.6005810467777,5282495.378800541,0.21704665666978543,375.63343078666185,2086956.7111989185,0.22296377148072669,173.34885943739846,391761.9694250077,0.22296377148072669,173.34885943739846,846538.6007000208,0.22296377148072669,173.34885943739846,1301315.2319750339
32471.39929441046,17405.227687041737,0.2283630276806958,7415.267055900382,45335979.14960594,6,0.2714568927250627,1399.3180989950743,3380801.62142016,0.25216180165914476,772.7794925716425,491087.1624358669,0.24873812834809578,661.608029434954,1107433.9735864177,0.29536508734894534,2175.650633035646,6833883.160329923,0.22277162201118775,181.56076611162644,2926006.7529155836,0.22740209602576983,31.202795461739697,1288262.2752870247,0.2283630276806958,0.0,209778.31737826765,0.2283630276806958,0.0,454519.6876529157,0.2283630276806958,0.0,699261.0579275563
33400.15819781243,16167.110499242557,0.2848202469294535,9513.041305383747,53282107.27676801,7,0.31659303990911414,1061.2163119070083,2322272.5259319395,0.29015480526099063,178.17509218879786,96557.5090398714,0.2951523573675468,345.09412314958536,823373.5189802051,0.3586925571899981,2467.346849140071,4611614.04068511,0.20309222383398048,2729.728900583267,5041550.159659348,0.2782329255748469,220.0175753436888,1047580.5600475967,0.2848202469294535,0.0,403817.08809043467,0.2848202469294535,0.0,874937.0241959468,0.2848202469294535,0.0,1346056.9603014588
41148.76364552226,21406.58610638439,0.2292699354881013,9434.174386424016,54240779.212216526,9,0.2809348035468894,2125.9454445281626,5260947.051888198,0.25273132112479085,965.4070123605907,1607504.162006542,0.24958553720679472,835.9618934390819,1741816.8353497535,0.305069200105055,3119.0460242274276,10021721.644685194,0.1807449790684938,1996.741962619697,3602110.857158236,0.1903846701245459,1600.0805937383539,1764331.8362545297,0.2292699354881013,0.0,352163.6147328168,0.2292699354881013,0.0,763021.165254429,0.2292699354881013,0.0,1173878.7157760412
34674.99226683142,19428.06659757241,0.2541034999363841,8811.036895268917,57008782.2494766,11,0.2666400737880305,434.7056013583988,4425556.73921448,0.2606610957315669,227.38458348696986,937793.5705663785,0.2551033493846749,34.66977188747842,1708424.1422772482,0.28746608288386644,1156.8473057054707,8069046.703620426,0.22742028799710284,925.2401676488016,6698377.966922492,0.23609803723560535,624.3392799102248,2287709.026585281,0.2541034999363841,0.0,548236.3318565339,0.2541034999363841,0.0,1187845.3856891543,0.2541034999363841,0.0,1827454.439521782
37115.02366797206,20529.108000243134,0.2281862582410364,8469.13837532205,50838265.836153194,12,0.2551288561287384,999.9751582787158,3131562.2048632354,0.22951169940258323,49.19378008131571,546833.0270258039,0.22888684593695768,26.002328915608814,1102847.0839714557,0.2639356761786573,1326.840492871026,5548057.213041447,0.19326371379940038,1296.1510634971264,4634749.350099489,0.221586836571933,244.9376914436998,1527429.330474168,0.2281862582410364,0.0,377742.53124640137,0.2281862582410364,0.0,818442.1510338634,0.2272437223039364,34.98224361337998,1257896.0140705705
37961.78852492635,20993.1293366379,0.24032095656810312,9123.013331346341,54208400.3171957,13,0.24721264664285922,261.62088119722466,4743865.77221629,0.24921930680441765,337.7972898916996,373177.6714432314,0.2434092193522242,117.235978720204,1864248.3096011132,0.2708472635340287,1158.8332094874531,7702612.21623458,0.21319529329121675,1029.7386929155218,6053802.275910862,0.22781559904227253,474.7257378241775,2422854.54069227,0.23375466873995918,249.26802992579906,493281.16665421426,0.23279580976781206,285.66803145167614,1038534.8925610185,0.22725521905209783,495.9987645047895,1553885.801747322
