weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,poverty_rate_rxkids_hi,persons_lifted_rxkids_hi,gap_closed_rxkids_hi_$,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$,poverty_rate_hoh_baseline,persons_in_poverty_hoh_baseline,weighted_persons_hoh,persons_lifted_rxkids_hi_hoh,poverty_rate_rxkids_hi_hoh,persons_lifted_no_eitc_hoh,poverty_rate_no_eitc_hoh,persons_lifted_no_ctc_hoh,poverty_rate_no_ctc_hoh,persons_lifted_hi_ctc_650_hoh,poverty_rate_hi_ctc_650_hoh
1339205.0,535764.0,0.11589263779630453,155204.0,828116462.7394627,0.11263249465167767,4366.0,9712610.305984855,0.13088212782957054,20074.0,47279541.16545546,0.12257197367094656,8945.0,9034638.128176332,0.11314996583794117,3673.0,10989254.972600937,0.27788986344426275,13085.0,47087.0,196.0,0.27372735574574725,3569.0,0.3536857306687621,975.0,0.29859621551595983,112.0,0.2755112876165396
