weighted_filers,filers_receiving_eitc,total_eitc_dollars,filers_receiving_ctc,total_ctc_dollars,refundable_ctc_dollars,hi_eitc_dollars
739646.0791300535,85154.61989861727,184700000.0,136404.82726662833,472293601.91493475,223641859.71508667,22669395.55544766
