county,weighted_filers,filers_receiving_eitc,total_eitc_dollars,filers_receiving_ctc,total_ctc_dollars,refundable_ctc_dollars,hi_eitc_dollars
Unknown,6262.0,360.0,585348.4,1170.0,2340000.0,1989000.0,234139.36000000002
