senate_district,weighted_filers,filers_receiving_eitc,total_eitc_dollars,filers_receiving_ctc,total_ctc_dollars,refundable_ctc_dollars,hi_eitc_dollars
6,2164.0,130.0,21122.399999999998,520.0,1040000.0,884000.0,8448.960000000001
7,2682.0,130.0,563563.0,520.0,1040000.0,884000.0,225425.2
8,1416.0,100.0,663.0,130.0,260000.0,221000.0,265.2
