house_district,weighted_filers,filers_receiving_eitc,total_eitc_dollars,filers_receiving_ctc,total_ctc_dollars,refundable_ctc_dollars,hi_eitc_dollars
9,946.0,0.0,0.0,130.0,260000.0,221000.0,0.0
11,1850.0,0.0,0.0,130.0,260000.0,221000.0,0.0
12,842.0,130.0,563563.0,260.0,520000.0,442000.0,225425.2
13,864.0,0.0,0.0,130.0,260000.0,221000.0,0.0
14,716.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1044.0,230.0,21785.399999999998,520.0,1040000.0,884000.0,8714.160000000002
