weighted_filers,filers_receiving_eitc,total_eitc_dollars,filers_receiving_ctc,total_ctc_dollars,refundable_ctc_dollars,hi_eitc_dollars
739646.0791300535,85154.61989861727,168869208.7305725,136404.82726662833,472293601.91493475,322184392.30219674,22669395.55544766
