senate_district,weighted_filers,filers_receiving_eitc,total_eitc_dollars,filers_receiving_ctc,total_ctc_dollars,refundable_ctc_dollars,hi_eitc_dollars
6,2164.0,0.0,0.0,520.0,1040000.0,780000.0,0.0
7,2682.0,130.0,485290.0,520.0,1040000.0,780000.0,46105.8
8,1416.0,0.0,0.0,130.0,260000.0,195000.0,0.0
