weighted_filers,filers_receiving_eitc,total_eitc_dollars,filers_receiving_ctc,total_ctc_dollars,refundable_ctc_dollars,hi_eitc_dollars
6262.0,130.0,485290.0,1170.0,2340000.0,1755000.0,46105.8
