county,group,value_lo,owner_occupied,improved,condo,count,sum_value
Kauai,ag_dwelling,600000,0,1,1,1,792800
Kauai,ag_dwelling,800000,0,1,0,2,1782700
Kauai,ag_dwelling,800000,0,1,1,1,884600
Kauai,ag_dwelling,1000000,0,1,0,5,5639700
Kauai,ag_dwelling,1250000,0,1,0,1,1377600
Kauai,ag_dwelling,1500000,0,1,1,1,1671800
Kauai,ag_dwelling,2000000,0,1,1,4,8585100
Kauai,ag_dwelling,2250000,0,1,1,1,2305400
Kauai,ag_dwelling,4000000,0,1,1,1,4223200
Kauai,ag_dwelling,4500000,0,1,1,1,4529800
Kauai,ag_dwelling,5250000,0,1,1,1,5362300
Kauai,large_other,20000000,0,0,0,4,87202900
Kauai,large_other,20000000,0,1,0,16,420593300
Kauai,large_other,20000000,1,1,0,2,52863600
Kauai,large_other,30000000,0,1,0,6,209741600
Kauai,multifamily,600000,0,1,0,1,723500
Kauai,multifamily,800000,0,1,0,2,1800100
Kauai,multifamily,1000000,0,1,0,3,3378900
Kauai,multifamily,1250000,0,1,0,4,5660100
Kauai,multifamily,1500000,0,1,0,4,6489800
Kauai,multifamily,1500000,1,1,0,2,3066400
Kauai,multifamily,1750000,0,1,0,1,1802900
Kauai,multifamily,1750000,1,1,0,2,3747600
Kauai,multifamily,2000000,0,1,0,3,6275700
Kauai,multifamily,2000000,1,1,0,4,8582300
Kauai,multifamily,2250000,0,1,0,2,4945000
Kauai,multifamily,2250000,1,1,0,1,2464700
Kauai,multifamily,2500000,0,1,0,2,5040200
Kauai,multifamily,2500000,1,1,0,1,2687800
Kauai,multifamily,2750000,1,1,0,2,5820400
Kauai,multifamily,3000000,1,1,0,2,6280700
Kauai,multifamily,3250000,0,1,0,1,3419500
Kauai,multifamily,3750000,0,1,0,1,3890000
Kauai,multifamily,4000000,1,1,0,2,8051100
Kauai,multifamily,5250000,0,1,0,1,5362800
Kauai,multifamily,9500000,0,1,0,1,9742100
Kauai,multifamily,9500000,1,1,0,1,9883600
Kauai,multifamily,10000000,0,1,0,1,11136300
Kauai,multifamily,15000000,0,1,0,2,36842900
Kauai,residential,0,0,0,0,278,41517300
Kauai,residential,0,0,0,1,88,19168000
Kauai,residential,0,0,1,0,110,16769500
Kauai,residential,0,0,1,1,414,38678400
Kauai,residential,300000,0,0,0,475,207583500
Kauai,residential,300000,0,0,1,189,77297700
Kauai,residential,300000,0,1,0,323,170269600
Kauai,residential,300000,0,1,1,647,309569300
Kauai,residential,300000,1,0,0,4,2231000
Kauai,residential,300000,1,1,0,460,254032900
Kauai,residential,300000,1,1,1,370,190727700
Kauai,residential,600000,0,0,0,209,143008500
Kauai,residential,600000,0,0,1,43,29341200
Kauai,residential,600000,0,1,0,1333,941180100
Kauai,residential,600000,0,1,1,932,642476500
Kauai,residential,600000,1,0,0,15,9958700
Kauai,residential,600000,1,0,1,3,2195500
Kauai,residential,600000,1,1,0,2954,2101624700
Kauai,residential,600000,1,1,1,394,283214400
Kauai,residential,800000,0,0,0,112,99834800
Kauai,residential,800000,0,0,1,18,15851100
Kauai,residential,800000,0,1,0,1033,922018300
Kauai,residential,800000,0,1,1,779,709507900
Kauai,residential,800000,1,0,0,2,1831600
Kauai,residential,800000,1,0,1,2,1675700
Kauai,residential,800000,1,1,0,2718,2415525600
Kauai,residential,800000,1,1,1,578,514441400
Kauai,residential,1000000,0,0,0,59,64211600
Kauai,residential,1000000,0,0,1,16,17739500
Kauai,residential,1000000,0,1,0,730,809115800
Kauai,residential,1000000,0,1,1,941,1037057100
Kauai,residential,1000000,1,0,0,3,3506600
Kauai,residential,1000000,1,0,1,1,1238800
Kauai,residential,1000000,1,1,0,1644,1827271100
Kauai,residential,1000000,1,1,1,403,446757200
Kauai,residential,1250000,0,0,0,28,38405100
Kauai,residential,1250000,0,0,1,11,15039300
Kauai,residential,1250000,0,1,0,366,498903200
Kauai,residential,1250000,0,1,1,683,937094500
Kauai,residential,1250000,1,0,0,1,1358900
Kauai,residential,1250000,1,0,1,1,1394700
Kauai,residential,1250000,1,1,0,801,1089918900
Kauai,residential,1250000,1,1,1,280,383510500
Kauai,residential,1500000,0,0,0,45,73306100
Kauai,residential,1500000,0,0,1,12,19314300
Kauai,residential,1500000,0,1,0,274,444924800
Kauai,residential,1500000,0,1,1,458,738436200
Kauai,residential,1500000,1,0,0,1,1588100
Kauai,residential,1500000,1,0,1,1,1646300
Kauai,residential,1500000,1,1,0,486,783559900
Kauai,residential,1500000,1,1,1,228,366937500
Kauai,residential,1750000,0,0,0,32,59168700
Kauai,residential,1750000,0,0,1,3,5494200
Kauai,residential,1750000,0,1,0,189,354438000
Kauai,residential,1750000,0,1,1,226,419064900
Kauai,residential,1750000,1,0,1,1,1906300
Kauai,residential,1750000,1,1,0,328,612832900
Kauai,residential,1750000,1,1,1,146,274150000
Kauai,residential,2000000,0,0,0,19,39968000
Kauai,residential,2000000,0,0,1,5,10717100
Kauai,residential,2000000,0,1,0,242,512955700
Kauai,residential,2000000,0,1,1,138,292554600
Kauai,residential,2000000,1,1,0,247,521296800
Kauai,residential,2000000,1,1,1,125,264457400
Kauai,residential,2250000,0,0,0,17,40487000
Kauai,residential,2250000,0,1,0,195,462799700
Kauai,residential,2250000,0,1,1,140,332707100
Kauai,residential,2250000,1,0,0,1,2318600
Kauai,residential,2250000,1,1,0,151,357156600
Kauai,residential,2250000,1,1,1,113,268338400
Kauai,residential,2500000,0,0,0,20,51735300
Kauai,residential,2500000,0,0,1,3,7868000
Kauai,residential,2500000,0,1,0,120,315843800
Kauai,residential,2500000,0,1,1,89,232132800
Kauai,residential,2500000,1,0,0,1,2608800
Kauai,residential,2500000,1,1,0,96,250939200
Kauai,residential,2500000,1,1,1,91,238383800
Kauai,residential,2750000,0,0,0,11,31731400
Kauai,residential,2750000,0,0,1,1,2961500
Kauai,residential,2750000,0,1,0,99,283874800
Kauai,residential,2750000,0,1,1,60,171183700
Kauai,residential,2750000,1,0,0,1,2988700
Kauai,residential,2750000,1,1,0,57,163534100
Kauai,residential,2750000,1,1,1,64,183623900
Kauai,residential,3000000,0,0,0,7,21653800
Kauai,residential,3000000,0,1,0,67,209289100
Kauai,residential,3000000,0,1,1,37,115057700
Kauai,residential,3000000,1,0,1,1,3126100
Kauai,residential,3000000,1,1,0,34,105381500
Kauai,residential,3000000,1,1,1,64,200483600
Kauai,residential,3250000,0,0,0,10,34080800
Kauai,residential,3250000,0,1,0,44,148440800
Kauai,residential,3250000,0,1,1,30,101047000
Kauai,residential,3250000,1,0,1,1,3464500
Kauai,residential,3250000,1,1,0,16,53427900
Kauai,residential,3250000,1,1,1,36,120755300
Kauai,residential,3500000,0,0,0,12,43319500
Kauai,residential,3500000,0,0,1,1,3502000
Kauai,residential,3500000,0,1,0,53,192315300
Kauai,residential,3500000,0,1,1,17,61748800
Kauai,residential,3500000,1,1,0,22,79951600
Kauai,residential,3500000,1,1,1,23,83671700
Kauai,residential,3750000,0,0,0,5,19282700
Kauai,residential,3750000,0,1,0,45,174909200
Kauai,residential,3750000,0,1,1,33,128045300
Kauai,residential,3750000,1,1,0,10,39090300
Kauai,residential,3750000,1,1,1,14,54490600
Kauai,residential,4000000,0,0,0,2,8281500
Kauai,residential,4000000,0,1,0,37,152590900
Kauai,residential,4000000,0,1,1,12,49214200
Kauai,residential,4000000,1,1,0,10,41364400
Kauai,residential,4000000,1,1,1,9,37026600
Kauai,residential,4250000,0,1,0,37,162153400
Kauai,residential,4250000,0,1,1,18,78509700
Kauai,residential,4250000,1,1,0,7,30462500
Kauai,residential,4250000,1,1,1,5,21796600
Kauai,residential,4500000,0,0,0,4,18593000
Kauai,residential,4500000,0,1,0,24,110859400
Kauai,residential,4500000,0,1,1,10,46258600
Kauai,residential,4500000,1,1,0,2,9372800
Kauai,residential,4500000,1,1,1,5,22952000
Kauai,residential,4750000,0,0,0,3,14786100
Kauai,residential,4750000,0,1,0,24,116612700
Kauai,residential,4750000,0,1,1,9,43432700
Kauai,residential,4750000,1,0,0,1,4803600
Kauai,residential,4750000,1,1,0,5,24281800
Kauai,residential,4750000,1,1,1,8,38860100
Kauai,residential,5000000,0,0,0,1,5243600
Kauai,residential,5000000,0,1,0,30,153544400
Kauai,residential,5000000,0,1,1,12,61525100
Kauai,residential,5000000,1,1,0,6,30582800
Kauai,residential,5000000,1,1,1,8,40789900
Kauai,residential,5250000,0,0,0,2,10616100
Kauai,residential,5250000,0,1,0,30,161215700
Kauai,residential,5250000,0,1,1,8,42478000
Kauai,residential,5250000,1,1,0,3,15843700
Kauai,residential,5250000,1,1,1,3,16280300
Kauai,residential,5500000,0,0,0,1,5614400
Kauai,residential,5500000,0,1,0,23,129848900
Kauai,residential,5500000,0,1,1,4,22448100
Kauai,residential,5500000,1,1,0,5,28252500
Kauai,residential,5500000,1,1,1,2,11151500
Kauai,residential,5750000,0,1,0,21,123878000
Kauai,residential,5750000,1,1,0,2,11720100
Kauai,residential,5750000,1,1,1,3,17611500
Kauai,residential,6000000,0,0,0,1,6091500
Kauai,residential,6000000,0,1,0,25,155654400
Kauai,residential,6000000,0,1,1,15,93633800
Kauai,residential,6000000,1,1,0,3,18615300
Kauai,residential,6000000,1,1,1,4,25155200
Kauai,residential,6500000,0,0,0,2,13549000
Kauai,residential,6500000,0,1,0,22,147586100
Kauai,residential,6500000,0,1,1,7,46781900
Kauai,residential,6500000,1,1,0,4,27288900
Kauai,residential,6500000,1,1,1,2,13181000
Kauai,residential,7000000,0,0,1,2,14730400
Kauai,residential,7000000,0,1,0,18,130214800
Kauai,residential,7000000,0,1,1,11,79897200
Kauai,residential,7000000,1,1,0,4,28992100
Kauai,residential,7000000,1,1,1,2,14085500
Kauai,residential,7500000,0,1,0,14,108247800
Kauai,residential,7500000,0,1,1,6,46680200
Kauai,residential,7500000,1,1,0,1,7865300
Kauai,residential,7500000,1,1,1,4,31001400
Kauai,residential,8000000,0,0,0,2,16503100
Kauai,residential,8000000,0,1,0,23,190409500
Kauai,residential,8000000,0,1,1,3,24476600
Kauai,residential,8000000,1,1,0,4,32965100
Kauai,residential,8000000,1,1,1,2,16437400
Kauai,residential,8500000,0,0,0,1,8621500
Kauai,residential,8500000,0,0,1,1,8507600
Kauai,residential,8500000,0,1,0,18,155242300
Kauai,residential,8500000,0,1,1,2,17511400
Kauai,residential,8500000,1,1,0,1,8888000
Kauai,residential,8500000,1,1,1,2,17278300
Kauai,residential,9000000,0,1,0,5,46246400
Kauai,residential,9000000,0,1,1,1,9318800
Kauai,residential,9000000,1,1,0,1,9225300
Kauai,residential,9000000,1,1,1,1,9444900
Kauai,residential,9500000,0,1,0,9,87694700
Kauai,residential,9500000,0,1,1,5,48453300
Kauai,residential,9500000,1,1,1,1,9725000
Kauai,residential,10000000,0,0,0,2,24278400
Kauai,residential,10000000,0,1,0,27,301171900
Kauai,residential,10000000,0,1,1,12,132549900
Kauai,residential,10000000,1,1,0,6,64407400
Kauai,residential,10000000,1,1,1,1,11190300
Kauai,residential,12500000,0,0,0,4,53853700
Kauai,residential,12500000,0,1,0,16,214255200
Kauai,residential,12500000,0,1,1,5,66934300
Kauai,residential,12500000,1,1,0,3,40737800
Kauai,residential,12500000,1,1,1,2,27967500
Kauai,residential,15000000,0,0,0,4,64573300
Kauai,residential,15000000,0,0,1,1,16542300
Kauai,residential,15000000,0,1,0,9,153287700
Kauai,residential,15000000,0,1,1,5,81815500
Kauai,residential,15000000,1,1,0,1,16271400
Kauai,residential,15000000,1,1,1,1,16170600
Kauai,residential,20000000,0,1,1,2,43908500
