tax_year,poverty_rate_renewed,poverty_rate_expired,persons_into_poverty,poverty_gap_increase_$M,children_into_poverty,persons_into_poverty_head_of_household,poverty_rate_renewed_head_of_household,poverty_rate_expired_head_of_household,persons_into_poverty_married_filing_jointly,poverty_rate_renewed_married_filing_jointly,poverty_rate_expired_married_filing_jointly,persons_into_poverty_single,poverty_rate_renewed_single,poverty_rate_expired_single
2028,0.10739021301465342,0.11213316037365743,6468.0,21.0294276109221,2107.0,1060.0,0.22098765432098766,0.243168026783846,5326.0,0.07434908010235192,0.07911084011179317,82.0,0.26708370267190074,0.2674990502722553
