group,households,income_lo,income_hi,total_loss_$M,avg_loss_per_household,pct_households_losing,avg_loss_per_losing_household
Lowest 20%,98592.0,0.0,44671.0,39.21525124625364,397.7528729131536,72.37246032206852,549.5914760160045
Second 20%,98665.0,44671.0,83167.2495,17.3457726651612,175.80471965906045,30.273358034696127,580.7242112274814
Middle 20%,98522.0,83250.5,130358.09999999999,8.575188143442535,87.03830762106469,24.275755108374643,358.5400628425282
Fourth 20%,98675.0,130407.84724999999,203781.99525,6.877003397471979,69.693472485148,17.572359146937323,396.6085139871208
Top 20%,98697.0,203878.44400000002,2065847.6,7.241347474009342,73.36947905214285,25.08162445530688,292.52283552399257
