weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_300,persons_lifted_hi_ctc_300,gap_closed_hi_ctc_300_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$,poverty_rate_hi_ctc_1000,persons_lifted_hi_ctc_1000,gap_closed_hi_ctc_1000_$,poverty_rate_hoh_baseline,persons_in_poverty_hoh_baseline,weighted_persons_hoh,persons_lifted_no_eitc_hoh,poverty_rate_no_eitc_hoh,persons_lifted_no_ctc_hoh,poverty_rate_no_ctc_hoh,persons_lifted_no_hi_eitc_hoh,poverty_rate_no_hi_eitc_hoh,persons_lifted_no_credits_hoh,poverty_rate_no_credits_hoh,persons_lifted_expanded_ctc_2021_hoh,poverty_rate_expanded_ctc_2021_hoh,persons_lifted_hi_eitc_100pct_hoh,poverty_rate_hi_eitc_100pct_hoh,persons_lifted_hi_ctc_300_hoh,poverty_rate_hi_ctc_300_hoh,persons_lifted_hi_ctc_650_hoh,poverty_rate_hi_ctc_650_hoh,persons_lifted_hi_ctc_1000_hoh,poverty_rate_hi_ctc_1000_hoh
1339205.0,535764.0,0.11926404097953637,159719.0,885248462.3938551,0.13502861772469488,21112.0,53878311.99579215,0.12551476435646522,8371.0,10619785.150719404,0.12463215116431017,7189.0,18272938.973805547,0.14945658058325648,40434.0,110982093.85931146,0.102824436886063,22016.0,62728449.35917854,0.11181335195134427,9978.0,21387441.08745885,0.11793340078628739,1782.0,5425522.557175398,0.1159232529747126,4474.0,11529636.519006968,0.11501301145082343,5693.0,17443316.792475104,0.27710408392974706,13048.0,47087.0,3754.0,0.3568288487268248,1196.0,0.30250387580436217,1412.0,0.30709112918639964,6647.0,0.41826831184828084,3437.0,0.2041115382164929,492.0,0.26665534011510605,85.0,0.2752989147747786,163.0,0.2736424066090428,374.0,0.26916133964788586
