weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,house_district,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_300,persons_lifted_hi_ctc_300,gap_closed_hi_ctc_300_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$,poverty_rate_hi_ctc_1000,persons_lifted_hi_ctc_1000,gap_closed_hi_ctc_1000_$
61595.0,25425.0,0.10232973455637633,6303.0,36451644.039006844,32,0.10771978244987418,332.0,1918400.9347263575,0.10232973455637633,0.0,206189.11472000182,0.10330383959736991,60.0,745438.9251240641,0.12843574965500446,1608.0,3790731.8631457016,0.08663040831236302,967.0,2587451.4518987834,0.09659874989853072,353.0,1000876.3102024198,0.10198879779202857,21.0,236929.538187474,0.09780014611575615,279.0,499767.7658367604,0.09780014611575615,279.0,754812.7658367604
31420.0,14298.0,0.15875238701464037,4988.0,32009232.47757578,35,0.17975811584977722,660.0,1160841.9727248847,0.17196053469127945,415.0,199729.54805085808,0.15875238701464037,0.0,330355.7119999975,0.19812221514958625,1237.0,2711202.218811199,0.14840865690642902,325.0,1492420.1356425807,0.14840865690642902,325.0,316362.41336257756,0.1544239338001273,136.0,125889.78059922904,0.14840865690642902,325.0,251239.26940257847,0.14840865690642902,325.0,362469.2694025785
17050.0,7040.0,0.0980058651026393,1671.0,9414578.843760874,36,0.0980058651026393,0.0,474760.02999999933,0.0980058651026393,0.0,51000.0,0.0980058651026393,0.0,189904.0120000001,0.10592375366568915,135.0,839006.6891798954,0.08557184750733138,212.0,412031.80886392854,0.09448680351906158,60.0,216207.87024271488,0.09448680351906158,60.0,34253.15940271504,0.09448680351906158,60.0,73943.15940271504,0.08557184750733138,212.0,113366.38166392781
19224.0,10861.0,0.1755097794423637,3374.0,23082190.416722193,39,0.18196004993757803,124.0,1070967.803260617,0.1755097794423637,0.0,272000.0,0.17946317103620474,76.0,424811.0851363167,0.18196004993757803,124.0,1832248.0472606197,0.1576154806491885,344.0,1007137.2691208348,0.16468997086974616,208.0,572618.5040259734,0.1755097794423637,0.0,97860.0,0.1755097794423637,0.0,212030.0,0.1755097794423637,0.0,326200.0
14960.0,6914.0,0.07125668449197861,1066.0,7629139.201702655,41,0.07386363636363637,39.0,133993.03226020373,0.09064171122994652,290.0,1759.0684006782249,0.07125668449197861,0.0,52637.84800000116,0.09779411764705882,397.0,365818.61419014353,0.07125668449197861,0.0,503842.8124799989,0.07125668449197861,0.0,77377.63655999955,0.07125668449197861,0.0,33180.0,0.07125668449197861,0.0,71890.0,0.07125668449197861,0.0,110600.0
21473.0,12472.0,0.20001862804452103,4295.0,26926568.610893678,43,0.21445536254831649,310.0,1369656.7981790006,0.20001862804452103,0.0,253300.0,0.20001862804452103,0.0,529948.6879999973,0.2234899641410143,504.0,2693108.7149468325,0.1867461463232897,285.0,1240626.9690592624,0.18078517207656125,413.0,638426.0367165022,0.19373166301867462,135.0,104491.91427936032,0.19373166301867462,135.0,220621.91427936032,0.1910305965631258,193.0,335117.58123376593
100199.0,41409.0,0.11347418636912544,11370.0,58790372.54980245,46,0.12331460393816306,986.0,2900802.6727790087,0.11839439515364425,493.0,306011.12302826345,0.1176558648289903,419.0,1077635.205984667,0.13162806016028103,1819.0,5099648.319180153,0.0954899749498498,1802.0,4099017.911533922,0.10626852563398836,722.0,1147338.841410257,0.11298515953253027,49.0,330117.5182358995,0.11202706613838462,145.0,710514.9049962163,0.11151807902274474,196.0,1082594.2111210972
26691.0,9712.0,0.06878723165111836,1836.0,7640971.635401117,48,0.07807875313776179,248.0,612099.484823931,0.0745944325802705,155.0,322285.8380586216,0.07227155220860965,93.0,215980.17316531017,0.13719980517777527,1826.0,1964401.8571532052,0.04518376981004833,630.0,607419.9074343285,0.05069124423963134,483.0,251823.25229560956,0.06878723165111836,0.0,73500.0,0.06878723165111836,0.0,159250.0,0.06878723165111836,0.0,245000.0
41086.0,15179.0,0.08338606824709147,3426.0,17757664.140242808,50,0.1073358321569391,984.0,1463036.4440885335,0.10339288322056175,822.0,545782.4887492284,0.08557659543396777,90.0,432777.43809403107,0.12563890376283893,1736.0,3574424.688144598,0.07048629703548653,530.0,1506987.7270797472,0.07966217202940175,153.0,578335.5084865354,0.08338606824709147,0.0,147630.0,0.08163364649759042,72.0,315377.05901944265,0.07771503675217836,233.0,471634.0571433753
16951.0,6310.0,0.06713468231962716,1138.0,5485131.629963094,51,0.06978939295616778,45.0,209792.00309375487,0.06713468231962716,0.0,0.0,0.06978939295616778,45.0,83219.39909375459,0.07993628694472303,217.0,309936.6968021784,0.050439502094271726,283.0,294094.8756752778,0.06394902955577841,54.0,117270.69341895636,0.06394902955577841,54.0,23845.169338956475,0.06394902955577841,54.0,50795.169338956475,0.06394902955577841,54.0,77745.16933895648
