weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,poverty_rate_hi_eitc_revert_20,persons_lifted_hi_eitc_revert_20,gap_closed_hi_eitc_revert_20_$,poverty_rate_hi_eitc_revert_20_behavioral,persons_lifted_hi_eitc_revert_20_behavioral,gap_closed_hi_eitc_revert_20_behavioral_$,poverty_rate_hoh_baseline,persons_in_poverty_hoh_baseline,weighted_persons_hoh,persons_lifted_hi_eitc_revert_20_hoh,poverty_rate_hi_eitc_revert_20_hoh,persons_lifted_hi_eitc_revert_20_behavioral_hoh,poverty_rate_hi_eitc_revert_20_behavioral_hoh
1363709.0,551421.0,0.10257246963978385,139879.0,826603815.6766418,0.10368781022930845,1521.0,7396102.939225197,0.10545798260479325,3935.0,16526153.923112988,0.20527306967984935,9810.0,47790.0,144.0,0.20828625235404896,958.0,0.2253191044151496
