weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,filing_status,poverty_rate_hi_eitc_revert_20,persons_lifted_hi_eitc_revert_20,gap_closed_hi_eitc_revert_20_$,poverty_rate_hi_eitc_revert_20_behavioral,persons_lifted_hi_eitc_revert_20_behavioral,gap_closed_hi_eitc_revert_20_behavioral_$
47790.0,17604.0,0.20527306967984935,9810.0,39987164.8058406,head_of_household,0.20828625235404896,144.0,2120423.1262830496,0.2253191044151496,958.0,6661154.944651425
1118494.0,336392.0,0.06913403201090038,77326.0,267697264.10459033,married_filing_jointly,0.07036515171292827,1377.0,4631953.322942108,0.07179564664629404,2977.0,9221272.488461703
197425.0,197425.0,0.2671546156768393,52743.0,518919386.76621085,single,0.2671546156768393,0.0,643726.4900000691,0.2671546156768393,0.0,643726.4900000691
