weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,county,poverty_rate_hi_eitc_revert_20,persons_lifted_hi_eitc_revert_20,gap_closed_hi_eitc_revert_20_$,poverty_rate_hi_eitc_revert_20_behavioral,persons_lifted_hi_eitc_revert_20_behavioral,gap_closed_hi_eitc_revert_20_behavioral_$
194885.0,86516.0,0.1847705056828386,36009.0,216693615.1172704,Hawaii,0.1863509249044308,308.0,2102681.5625171065,0.1926726017907997,1540.0,5057372.109526813
958496.0,380767.0,0.08721058825493273,83591.0,474438998.00593424,Honolulu,0.08832587720762528,1069.0,4549296.77442497,0.08899150335525657,1707.0,9846626.99089986
60304.0,24745.0,0.14544640488193156,8771.0,52596952.21642017,Kauai,0.14544640488193156,0.0,594977.6439999938,0.14544640488193156,0.0,1206251.503176272
150024.0,59393.0,0.0767077267637178,11508.0,82874250.337017,Maui,0.07766757318828987,144.0,149146.95828305185,0.0812936596811177,688.0,415903.3195101321
