weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,county,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_300,persons_lifted_hi_ctc_300,gap_closed_hi_ctc_300_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$,poverty_rate_hi_ctc_1000,persons_lifted_hi_ctc_1000,gap_closed_hi_ctc_1000_$
189928.0,79494.0,0.16425171643991407,31196.0,165171201.44545144,Hawaii,0.1817004338486163,3314.0,8656926.492711574,0.17354471168021565,1765.0,1608671.5140779614,0.17195990059390928,1464.0,2873469.7367014587,0.20544100922454825,7823.0,18252720.84267512,0.14170633082010026,4282.0,11990283.648283273,0.15818626005644243,1152.0,3455925.932751715,0.1637725875068447,91.0,1026697.7997400165,0.16249315530095615,334.0,2208670.3536126614,0.15623815340550104,1522.0,3349813.965028107
930753.0,367560.0,0.10652879979973205,99152.0,529883986.450299,Honolulu,0.12107723531377283,13541.0,29934049.469800353,0.11311056746526738,6126.0,5766781.995426953,0.11203187096898963,5122.0,10288410.16503501,0.13692999109323312,28296.0,64288846.33749628,0.09226400559546948,13277.0,37900347.95843655,0.10012108475610608,5964.0,11540683.983812094,0.1054715912814678,984.0,3278296.1909856796,0.10356131003606757,2762.0,6932427.71567452,0.10203673799600968,4181.0,10442390.250818133
60504.0,25511.0,0.14114769271453126,8540.0,41666219.15896955,Kauai,0.16850125611529818,1655.0,3479477.8737335056,0.1491141081581383,482.0,781408.9450758994,0.14587465291550972,286.0,1080764.218907617,0.17993851646172154,2347.0,6957439.635153703,0.108323416633611,1986.0,2858936.0603546947,0.12308277138701573,1093.0,1094910.5742667764,0.14114769271453126,0.0,300510.0,0.14114769271453126,0.0,651105.0,0.14114769271453126,0.0,1001700.0
158020.0,63199.0,0.10325275281609923,16316.0,91395055.68474264,Maui,0.11315023414757626,1564.0,5209087.329210147,0.10687254777876218,572.0,877775.6735956222,0.10660043032527527,529.0,1816305.5783825517,0.13054676623212252,4313.0,11213010.354698047,0.09097582584482977,1940.0,6429665.142388433,0.09867105429692444,724.0,2328206.631438002,0.10208201493481837,185.0,563610.346543029,0.09960131628907733,577.0,1197051.9033136815,0.09858878622959119,737.0,1789556.8323159367
